"",,CIVIL ENGINEERING[Full Time]
TVE17ME057,"HS210(A+), ME230(O), MA202(O), ME220(B+), ME232(O), ME202(A), ME204(B+), ME206(A)"
TVE17ME058,"HS210(B+), ME230(A+), MA202(B), ME220(P), ME232(A), ME202(F), ME204(F), ME206(C)"
TVE17ME059,"HS210(A+), ME230(O), MA202(B+), ME220(B+), ME232(O), ME202(B), ME204(B), ME206(A)"
TVE17ME060,"HS210(B+), ME230(A), MA202(C), ME220(C), ME232(B+), ME202(F), ME204(F), ME206(F)"
TVE17ME061,"HS210(B+), ME230(O), MA202(B), ME220(B), ME232(A+), ME202(B+), ME204(B), ME206(B)"
TVE17ME062,"HS210(A), ME230(B+), MA202(A+), ME220(B+), ME232(O), ME202(B+), ME204(B), ME206(B+)"
TVE17ME063,"HS210(B+), ME230(B+), MA202(B+), ME220(F), ME232(O), ME202(B), ME204(B+), ME206(B)"
TVE17ME064,"HS210(A+), ME230(A+), MA202(O), ME220(B+), ME232(O), ME202(B+), ME204(B+), ME206(A+)"
TVE17ME065,"HS210(A+), ME230(A+), MA202(B), ME220(B), ME232(O), ME202(C), ME204(C), ME206(B)"
TVE17ME066,"HS210(A+), ME230(O), MA202(O), ME220(A), ME232(O), ME202(A+), ME204(B+), ME206(B+)"
TVE17ME067,"HS210(B+), ME230(B), MA202(C), ME220(F), ME232(O), ME202(F), ME204(F), ME206(C)"
TVE17ME068,"HS210(A), ME230(A+), MA202(B+), ME220(B+), ME232(A+), ME202(B+), ME204(B), ME206(B)"
TVE17ME069,"HS210(A), ME230(A), MA202(O), ME220(B), ME232(A+), ME202(B+), ME204(C), ME206(A)"
TVE17ME070,"HS210(A), ME230(O), MA202(B+), ME220(B), ME232(O), ME202(C), ME204(B), ME206(C)"
TVE17ME071,"HS210(B), ME230(B+), MA202(F), ME220(F), ME232(A+), ME202(F), ME204(F), ME206(F)"
TVE17ME072,"HS210(A), ME230(O), MA202(A+), ME220(B+), ME232(A+), ME202(B+), ME204(B+), ME206(A+)"
TVE17ME073,"HS210(A), ME230(A), MA202(B+), ME220(C), ME232(A), ME202(C), ME204(C), ME206(C)"
TVE17ME074,"HS210(A+), ME230(B+), MA202(O), ME220(A+), ME232(A+), ME202(B+), ME204(B), ME206(A+)"
TVE17ME075,"HS210(O), ME230(A), MA202(A), ME220(B+), ME232(A+), ME202(B), ME204(B), ME206(B)"
TVE17ME076,"HS210(B+), ME230(B+), MA202(B+), ME220(B), ME232(O), ME202(B), ME204(C), ME206(B)"
TVE17ME077,"HS210(A+), ME230(A), MA202(A+), ME220(B), ME232(O), ME202(B+), ME204(C), ME206(A)"
TVE17ME078,"HS210(A+), ME230(O), MA202(O), ME220(A+), ME232(O), ME202(A+), ME204(C), ME206(A)"
TVE17ME079,"HS210(A), ME230(A+), MA202(O), ME220(A), ME232(O), ME202(O), ME204(A), ME206(A+)"
TVE17ME080,"HS210(A), ME230(A+), MA202(B+), ME220(B), ME232(O), ME202(B), ME204(C), ME206(C)"
TVE17ME081,"HS210(A), ME230(O), MA202(B+), ME220(B+), ME232(O), ME202(B+), ME204(B+), ME206(B+)"
TVE17ME082,"HS210(A+), ME230(O), MA202(F), ME220(F), ME232(O), ME202(P), ME204(C), ME206(F)"
TVE17ME083,"HS210(A+), ME230(O), MA202(A+), ME220(A), ME232(O), ME202(B+), ME204(B), ME206(A)"
TVE17ME084,"HS210(A+), ME230(O), MA202(O), ME220(A), ME232(O), ME202(B+), ME204(B), ME206(B+)"
TVE17ME085,"HS210(B+), ME230(A), MA202(O), ME220(C), ME232(A+), ME202(A), ME204(F), ME206(B)"
TVE17ME086,"HS210(B+), ME230(B), MA202(C), ME220(F), ME232(O), ME202(Absent), ME204(F),ME206(Absent)"
TVE17ME087,"HS210(A), ME230(B+), MA202(A+), ME220(C), ME232(A+), ME202(B), ME204(F), ME206(B)"
TVE17ME088,"HS210(A+), ME230(A), MA202(O), ME220(B+), ME232(O), ME202(B), ME204(B), ME206(B+)"
TVE17ME089,"HS210(A+), ME230(A), MA202(Withheld), ME220(Withheld), ME232(O), ME202(B), ME204(B+),ME206(Withheld)"
TVE17ME090,"HS210(B+), ME230(B+), MA202(C), ME220(F), ME232(O), ME202(F), ME204(F), ME206(F)"
TVE17ME091,"HS210(B+), ME230(B), MA202(F), ME220(F), ME232(A), ME202(F), ME204(F), ME206(F)"
TVE17ME092,"HS210(B), ME230(B), MA202(B), ME220(B), ME232(O), ME202(C), ME204(C), ME206(B)"
TVE17ME093,"HS210(A+), ME230(A+), MA202(A+), ME220(A), ME232(O), ME202(O), ME204(B+), ME206(A)"
TVE17ME094,"HS210(B+), ME230(B+), MA202(A), ME220(B+), ME232(A+), ME202(A), ME204(B), ME206(B+)"
TVE17ME095,"HS210(A), ME230(B+), MA202(O), ME220(B), ME232(A), ME202(A+), ME204(B+), ME206(A)"
TVE17ME096,"HS210(O), ME230(A), MA202(O), ME220(A), ME232(O), ME202(O), ME204(B), ME206(B+)"
TVE17ME097,"HS210(A+), ME230(O), MA202(O), ME220(B+), ME232(A+), ME202(A), ME204(B), ME206(B+)"
TVE17ME098,"HS210(A), ME230(A+), MA202(O), ME220(B), ME232(O), ME202(C), ME204(C), ME206(B+)"
TVE17ME099,"HS210(B+), ME230(A+), MA202(B+), ME220(B+), ME232(A+), ME202(B+), ME204(B), ME206(A)"
TVE17ME100,"HS210(B+), ME230(A+), MA202(A), ME220(C), ME232(B+), ME202(C), ME204(F), ME206(B)"
TVE17ME101,"HS210(B+), ME230(O), MA202(A), ME220(B+), ME232(A+), ME202(C), ME204(B), ME206(B+)"
TVE17ME102,"HS210(A), ME230(O), MA202(O), ME220(B+), ME232(A+), ME202(A+), ME204(B+), ME206(A+)"
TVE17ME103,"HS210(A), ME230(O), MA202(O), ME220(A), ME232(A+), ME202(B+), ME204(B+), ME206(B+)"
TVE17ME104,"HS210(B+), ME230(O), MA202(A+), ME220(B+), ME232(A), ME202(B+), ME204(C), ME206(B)"
TVE17ME105,"HS210(A+), ME230(O), MA202(B), ME220(C), ME232(A+), ME202(F), ME204(C), ME206(B)"
TVE17ME106,"HS210(B+), ME230(O), MA202(P), ME220(F), ME232(B+), ME202(F), ME204(F), ME206(C)"
TVE17ME107,"HS210(A+), ME230(O), MA202(O), ME220(A), ME232(A), ME202(B), ME204(B+), ME206(B+)"
TVE17ME108,"HS210(B+), ME230(O), MA202(B), ME220(B), ME232(A+), ME202(B), ME204(F), ME206(B)"
TVE17ME109,"HS210(B+), ME230(O), MA202(O), ME220(B+), ME232(O), ME202(B), ME204(B+), ME206(B+)"
TVE17ME110,"HS210(B+), ME230(O), MA202(F), ME220(B+), ME232(O), ME202(B+), ME204(B+), ME206(B+)"
TVE17ME111,"HS210(A), ME230(O), MA202(O), ME220(B+), ME232(O), ME202(A+), ME204(B+), ME206(B+)"
TVE17ME112,"HS210(O), ME230(O), MA202(O), ME220(B+), ME232(O), ME202(O), ME204(A), ME206(A+)"
TVE17ME113,"HS210(A+), ME230(O), MA202(O), ME220(B), ME232(A+), ME202(B+), ME204(B+), ME206(A)"
TVE17ME114,"HS210(A), ME230(O), MA202(O), ME220(B+), ME232(A+), ME202(B+), ME204(B+), ME206(B+)"
TVE17ME115,"HS210(A+), ME230(O), MA202(A+), ME220(B+), ME232(A+), ME202(A+), ME204(A), ME206(A+)"
TVE17ME116,"HS210(B), ME230(A+), MA202(F), ME220(F), ME232(A), ME202(F), ME204(F), ME206(F)"
TVE17ME117,"HS210(A+), ME230(O), MA202(O), ME220(B+), ME232(A), ME202(O), ME204(A+), ME206(O)"
TVE17ME118,"HS210(A), ME230(O), MA202(O), ME220(B), ME232(A+), ME202(O), ME204(O), ME206(A+)"
TVE17ME119,"HS210(A), ME230(O), MA202(B+), ME220(B), ME232(A+), ME202(B), ME204(B+), ME206(A)"
TVE17ME120,"HS210(B+), ME230(O), MA202(P), ME220(B), ME232(A+), ME202(F), ME204(B), ME206(B+)"
TVE17ME121,"HS210(B+), ME230(O), MA202(C), ME220(B), ME232(A+), ME202(C), ME204(B), ME206(C)"
TVE17ME122,"HS210(A), ME230(O), MA202(B+), ME220(B), ME232(A+), ME202(B), ME204(C), ME206(B+)"
TVE17ME123,"HS210(A+), ME230(O), MA202(B+), ME220(B), ME232(O), ME202(B+), ME204(B), ME206(B)"
TVE17ME124,"HS210(A+), ME230(O), MA202(A+), ME220(C), ME232(A), ME202(B+), ME204(B+), ME206(A)"
"",INDUSTRIAL ENGINEERING[Full Time]
"",Course Code Course
ME218,ELEMENTS OF MACHINE DESIGN
IE202,OBJECT ORIENTED PROGRAMMING & NUMERICAL
"",METHODS
ME222,THERMAL ENGINEERING II
ME220,MANUFACTURING TECHNOLOGY
MA208,INTRODUCTION TO STOCHASTIC MODELS
HS210,LIFE SKILLS
ME232,THERMAL ENGINEERING LAB
IE232,OBJECT ORIENTED PROGRAMMING LAB
Register No,,Course Code (Grade)
LTVE15IE062,IE202(C),
LTVE15IE064,IE202(P),
LTVE15IE067,IE202(F),
LTVE16IE066,"HS210(Absent), IE202(Debarred)",
LTVE16IE067,ME222(C),
LTVE16IE068,"ME222(F), ME220(F)",
LTVE17IE063,"HS210(B), MA208(F), ME218(F), ME222(B), IE202(F), ME220(F), ME232(A+), IE232(B)",
LTVE17IE064,"HS210(A+), MA208(B), ME218(B), ME222(B+), IE202(C), ME220(F), ME232(O), IE232(O)",
LTVE17IE065,"HS210(B+), MA208(P), ME218(F), ME222(C), IE202(F), ME220(F), ME232(O), IE232(B+)",
LTVE17IE066,"HS210(B+), MA208(F), ME218(F), ME222(C), IE202(F), ME220(F), ME232(A), IE232(B+)",
LTVE17IE067,"HS210(B), MA208(F), ME218(F), ME222(C), IE202(F), ME220(F), ME232(A), IE232(B)"
LTVE17IE068,"HS210(B+), MA208(C), ME218(B), ME222(B), IE202(P), ME220(B), ME232(O), IE232(B)"
TVE15IE002,"ME218(P), IE202(P)"
TVE15IE016,"ME222(F), ME220(Absent)"
TVE15IE034,ME218(F)
TVE15IE035,IE202(C)
TVE15IE043,MA208(Absent)
TVE15IE052,"MA208(Absent), ME222(F), IE202(F), ME220(Absent)"
TVE15IE059,IE202(F)
TVE16IE003,"HS210(B+), MA208(F), ME218(F), IE202(F)"
TVE16IE004,HS210(A)
TVE16IE006,"HS210(A+), IE202(F)"
TVE16IE009,"MA208(C), ME218(F), ME222(B+)"
TVE16IE012,"MA208(F), ME218(F), IE202(Absent)"
TVE16IE014,"MA208(Absent), ME220(Absent)"
TVE16IE020,IE202(C)
TVE16IE022,"ME222(B), IE202(F)"
TVE16IE023,IE202(P)
TVE16IE027,"ME218(Absent), ME222(C), IE202(F)"
TVE16IE029,IE202(C)
TVE16IE033,"HS210(A+), MA208(O), ME218(F), ME222(F), IE202(F), ME220(F), ME232(O), IE232(A+)"
TVE16IE034,ME218(F)
TVE16IE041,"MA208(C), ME222(Absent), IE202(P)"
TVE16IE045,IE202(C)
TVE16IE048,IE202(Debarred)
TVE16IE051,ME222(B+)
TVE16IE052,"ME218(F), ME222(C), IE202(F)"
TVE16IE055,"MA208(F), IE202(Absent)"
TVE16IE057,"HS210(O), IE202(F)"
TVE16IE058,IE202(C)
TVE16IE060,IE202(F)
TVE16IE064,"HS210(O), MA208(F), ME218(F), ME222(B), IE202(F)"
TVE17IE001,"HS210(B+), MA208(C), ME218(F), ME222(C), IE202(F), ME220(F), ME232(A+), IE232(A+)"
TVE17IE002,"HS210(B+), MA208(A+), ME218(C), ME222(B+), IE202(F), ME220(B), ME232(O), IE232(B)"
TVE17IE003,"HS210(A), MA208(A), ME218(B+), ME222(C), IE202(C), ME220(F), ME232(A+), IE232(A+)"
TVE17IE004,"HS210(B+), MA208(P), ME218(F), ME222(C), IE202(C), ME220(B), ME232(A+), IE232(O)"
TVE17IE005,"HS210(A), MA208(A+), ME218(B+), ME222(B+), IE202(B), ME220(B), ME232(A+), IE232(O)"
TVE17IE006,"HS210(A), MA208(B), ME218(F), ME222(B), IE202(F), ME220(B), ME232(O), IE232(O)"
TVE17IE007,"HS210(O), MA208(A+), ME218(A), ME222(A), IE202(A), ME220(B), ME232(O), IE232(O)"
TVE17IE008,"HS210(B+), MA208(A+), ME218(B), ME222(B+), IE202(B+), ME220(B+), ME232(A+), IE232(O)"
TVE17IE009,"HS210(A+), MA208(O), ME218(A+), ME222(A+), IE202(B+), ME220(A+), ME232(O), IE232(O)"
TVE17IE010,"HS210(B+), MA208(O), ME218(A), ME222(B), IE202(C), ME220(B+), ME232(A+), IE232(A+)"
TVE17IE011,"HS210(A), MA208(B), ME218(C), ME222(B+), IE202(P), ME220(B), ME232(A), IE232(B)"
TVE17IE012,"HS210(A+), MA208(B+), ME218(A+), ME222(A), IE202(B), ME220(C), ME232(A), IE232(A)"
TVE17IE014,"HS210(B+), MA208(B+), ME218(C), ME222(B), IE202(B), ME220(C), ME232(A), IE232(O)"
TVE17IE015,"HS210(A), MA208(C), ME218(C), ME222(B), IE202(F), ME220(B), ME232(A+), IE232(A)"
TVE17IE016,"HS210(B), MA208(Absent), ME218(F), ME222(C), IE202(F), ME220(F), ME232(A+), IE232(C)"
TVE17IE017,"HS210(B+), MA208(B), ME218(F), ME222(C), IE202(F), ME220(B), ME232(A+), IE232(A)"
TVE17IE018,"HS210(A), MA208(O), ME218(B+), ME222(A), IE202(B+), ME220(C), ME232(A+), IE232(A+)"
TVE17IE019,"HS210(A), MA208(B+), ME218(B), ME222(B+), IE202(A), ME220(B+), ME232(A+), IE232(O)"
TVE17IE020,"HS210(B+), MA208(B+), ME218(A), ME222(B+), IE202(F), ME220(F), ME232(A+), IE232(A+)"
TVE17IE021,"HS210(B+), MA208(B+), ME218(B), ME222(A), IE202(B+), ME220(C), ME232(A+), IE232(O)"
TVE17IE022,"HS210(A+), MA208(O), ME218(A), ME222(B+), IE202(B), ME220(B), ME232(O), IE232(O)"
TVE17IE023,"HS210(A+), MA208(B), ME218(B+), ME222(B), IE202(B), ME220(F), ME232(O), IE232(O)"
TVE17IE024,"HS210(F), MA208(F), ME218(F), ME222(C), IE202(F), ME220(F), ME232(A), IE232(B)"
TVE17IE025,"HS210(B), MA208(P), ME218(F), ME222(C), IE202(F), ME220(C), ME232(A+), IE232(B)"
TVE17IE026,"HS210(A+), MA208(O), ME218(A+), ME222(A), IE202(A), ME220(C), ME232(A+), IE232(A+)"
TVE17IE027,"HS210(B+), MA208(A), ME218(B+), ME222(B), IE202(B+), ME220(B), ME232(A+), IE232(A+)"
TVE17IE029,"HS210(B+), MA208(C), ME218(F), ME222(P), IE202(F), ME220(P), ME232(B), IE232(P)"
TVE17IE032,"HS210(B+), MA208(B), ME218(B), ME222(C), IE202(B), ME220(F), ME232(A+), IE232(A+)"
TVE17IE033,"HS210(B+), MA208(C), ME218(C), ME222(C), IE202(B), ME220(F), ME232(A+), IE232(O)"
TVE17IE034,"HS210(B+), MA208(P), ME218(F), ME222(B), IE202(P), ME220(C), ME232(B), IE232(B)"
TVE17IE038,"HS210(A+), MA208(O), ME218(A+), ME222(A), IE202(A), ME220(A), ME232(O), IE232(O)"
TVE17IE040,"HS210(A+), MA208(A+), ME218(B+), ME222(B), IE202(B), ME220(B), ME232(O), IE232(O)"
TVE17IE041,"HS210(B), MA208(F), ME218(F), ME222(C), IE202(F), ME220(F), ME232(A), IE232(B+)"
TVE17IE042,"HS210(B+), MA208(C), ME218(C), ME222(B), IE202(B), ME220(F), ME232(A), IE232(A)"
TVE17IE043,"HS210(FE), MA208(FE), ME218(FE), ME222(FE), IE202(FE), ME220(FE), ME232(FE), IE232(FE)"
TVE17IE044,"HS210(B+), MA208(A+), ME218(F), ME222(F), IE202(F), ME220(Absent), ME232(B+), IE232(A)"
TVE17IE045,"HS210(A), MA208(A), ME218(A), ME222(A), IE202(B+), ME220(B+), ME232(O), IE232(O)"
TVE17IE046,"HS210(B+), MA208(B+), ME218(F), ME222(B), IE202(F), ME220(B), ME232(B+), IE232(A)"
TVE17IE047,"HS210(B+), MA208(A+), ME218(B), ME222(B), IE202(B+), ME220(C), ME232(B+), IE232(O)"
TVE17IE048,"HS210(O), MA208(A+), ME218(B), ME222(B+), IE202(A+), ME220(B), ME232(O), IE232(O)"
TVE17IE049,"HS210(B), MA208(F), ME218(F), ME222(B+), IE202(F), ME220(F), ME232(A), IE232(B)"
TVE17IE050,"HS210(O), MA208(F), ME218(F), ME222(B), IE202(F), ME220(B), ME232(B+), IE232(B+)"
TVE17IE051,"HS210(O), MA208(A+), ME218(A), ME222(B+), IE202(B+), ME220(B), ME232(A), IE232(A+)"
TVE17IE052,"HS210(A+), MA208(A), ME218(B+), ME222(C), IE202(A), ME220(F), ME232(B+), IE232(B+)"
TVE17IE053,"HS210(O), MA208(O), ME218(B+), ME222(B+), IE202(B+), ME220(B), ME232(O), IE232(O)"
TVE17IE054,"HS210(B+), MA208(B+), ME218(F), ME222(C), IE202(C), ME220(B), ME232(B+), IE232(B+)"
TVE17IE055,"HS210(A), MA208(Withheld), ME218(C), ME222(B), IE202(Withheld), ME220(Withheld),ME232(O), IE232(O)"
TVE17IE056,"HS210(B), MA208(F), ME218(F), ME222(C), IE202(F), ME220(F), ME232(O), IE232(B)"
TVE17IE057,"HS210(B+), MA208(A), ME218(C), ME222(B+), IE202(B+), ME220(C), ME232(A), IE232(O)"
TVE17IE058,"HS210(O), MA208(C), ME218(F), ME222(B), IE202(B), ME220(C), ME232(A), IE232(O)"
TVE17IE059,"HS210(A+), MA208(O), ME218(B+), ME222(B+), IE202(B), ME220(B), ME232(O), IE232(A)"
TVE17IE060,"HS210(B+), MA208(C), ME218(C), ME222(B), IE202(P), ME220(C), ME232(A), IE232(B+)"
TVE17IE061,"HS210(B+), MA208(Withheld), ME218(F), ME222(B), IE202(Withheld), ME220(Withheld),ME232(P), IE232(B)"
TVE17IE062,"HS210(O), MA208(B+), ME218(B+), ME222(B+), IE202(B), ME220(B+), ME232(O), IE232(O)"
APPLIED ELECTRONICS & INSTRUMENTATION ENGINEERING[Full Time],
Course Code,Course
MA204,"PROBABILITY, RANDOM PROCESSES AND"
"",NUMERICAL METHODS
AE202,COMPUTER PROGRAMMING
EC204,ANALOG INTEGRATED CIRCUITS
AE204,SENSORS AND TRANSDUCERS
EE216,ELECTRICAL ENGINEERING
HS200,BUSINESS ECONOMICS
EC232,ANALOG INTEGRATED CIRCUITS LAB
AE232,TRANSDUCERS AND INSTRUMENTATION LAB
Register No,Course Code (Grade)
KKE17AE022,"HS200(B+), MA204(C), AE202(C), EC204(C), AE204(A), EE216(B), EC232(O), AE232(O)"
LTVE15AE064,EE216(Debarred)
LTVE15AE065,EE216(C)
LTVE16AE065,"MA204(F), AE202(C), EE216(C)"
LTVE16AE069,MA204(F)
LTVE17AE062,"HS200(F), MA204(Absent), AE202(B), EC204(Absent), AE204(C), EE216(F), EC232(P), AE232(B)"
LTVE17AE063,"HS200(B+), MA204(F), AE202(C), EC204(B+), AE204(A), EE216(B), EC232(A), AE232(O)"
LTVE17AE064,"HS200(C), MA204(C), AE202(A), EC204(B), AE204(B+), EE216(C), EC232(A), AE232(O)"
LTVE17AE065,"HS200(C), MA204(F), AE202(B), EC204(A), AE204(A), EE216(C), EC232(O), AE232(O)"
LTVE17AE066,"HS200(P), MA204(F), AE202(B), EC204(F), AE204(C), EE216(F), EC232(B+), AE232(O)"
LTVE17AE067,"HS200(C), MA204(P), AE202(B+), EC204(F), AE204(B), EE216(F), EC232(B+), AE232(A+)"
TVE15AE001,"AE202(P), EC204(Absent), EE216(C)"
TVE15AE002,"HS200(Absent), MA204(F), EE216(F)"
TVE15AE003,"AE202(F), EE216(F)"
TVE15AE036,EE216(B+)
TVE16AE004,MA204(F)
TVE16AE005,EE216(F)
TVE16AE008,EE216(C)
TVE16AE011,"HS200(C), MA204(C), EC204(F), EE216(F)"
TVE16AE013,AE202(C)
TVE16AE024,EE216(F)
TVE16AE046,MA204(C)
TVE16AE058,EE216(B)
TVE17AE001,"HS200(A), MA204(A), AE202(A), EC204(O), AE204(A), EE216(B), EC232(O), AE232(O)"
TVE17AE002,"HS200(A+), MA204(O), AE202(A+), EC204(O), AE204(A), EE216(B+), EC232(O), AE232(O)"
TVE17AE003,"HS200(B+), MA204(F), AE202(F), EC204(F), AE204(B), EE216(F), EC232(A+), AE232(A+)"
TVE17AE004,"HS200(B), MA204(F), AE202(B), EC204(F), AE204(B), EE216(F), EC232(A+), AE232(A)"
TVE17AE005,"HS200(C), MA204(F), AE202(F), EC204(P), AE204(B), EE216(B), EC232(B+), AE232(A+)"
TVE17AE006,"HS200(O), MA204(B+), AE202(A), EC204(A), AE204(O), EE216(F), EC232(A+), AE232(O)"
TVE17AE007,"HS200(B), MA204(B), AE202(O), EC204(B+), AE204(B), EE216(C), EC232(A), AE232(A+)"
TVE17AE008,"HS200(B+), MA204(B), AE202(C), EC204(A), AE204(A), EE216(B), EC232(B+), AE232(O)"
TVE17AE009,"HS200(B+), MA204(A+), AE202(O), EC204(A+), AE204(A+), EE216(B), EC232(A+), AE232(O)"
TVE17AE010,"HS200(B+), MA204(C), AE202(B+), EC204(B+), AE204(A+), EE216(B), EC232(B+), AE232(O)"
TVE17AE011,"HS200(A), MA204(B+), AE202(O), EC204(A), AE204(A+), EE216(B+), EC232(O), AE232(O)"
TVE17AE012,"HS200(B+), MA204(B+), AE202(A), EC204(B+), AE204(O), EE216(B+), EC232(A+), AE232(O)"
TVE17AE014,"HS200(B+), MA204(B+), AE202(B+), EC204(B+), AE204(A), EE216(B), EC232(A+), AE232(A+)"
TVE17AE015,"HS200(B+), MA204(B), AE202(B), EC204(B), AE204(A), EE216(B), EC232(O), AE232(A+)"
TVE17AE016,"HS200(B), MA204(B), AE202(C), EC204(B+), AE204(B+), EE216(C), EC232(B+), AE232(A+)"
TVE17AE017,"HS200(A+), MA204(B), AE202(B), EC204(B+), AE204(A), EE216(C), EC232(B+), AE232(A+)"
TVE17AE018,"HS200(B+), MA204(A+), AE202(O), EC204(O), AE204(O), EE216(B+), EC232(A+), AE232(O)"
TVE17AE019,"HS200(B), MA204(C), AE202(B+), EC204(B), AE204(B+), EE216(F), EC232(A+), AE232(O)"
TVE17AE020,"HS200(B), MA204(F), AE202(F), EC204(B), AE204(A), EE216(C), EC232(B+), AE232(A+)"
TVE17AE021,"HS200(A+), MA204(Withheld), AE202(B), EC204(B+), AE204(Withheld), EE216(Withheld),EC232(B+), AE232(O)"
TVE17AE022,"HS200(B+), MA204(B+), AE202(B+), EC204(A), AE204(A+), EE216(B), EC232(A+), AE232(O)"
TVE17AE023,"HS200(B+), MA204(B+), AE202(A), EC204(B+), AE204(A+), EE216(B), EC232(O), AE232(O)"
TVE17AE024,"HS200(O), MA204(B), AE202(O), EC204(B+), AE204(A+), EE216(B), EC232(A), AE232(O)"
TVE17AE025,"HS200(O), MA204(O), AE202(A+), EC204(A), AE204(O), EE216(A), EC232(O), AE232(O)"
TVE17AE026,"HS200(B+), MA204(B+), AE202(A+), EC204(B), AE204(B+), EE216(C), EC232(A+), AE232(O)"
TVE17AE027,"HS200(A), MA204(B), AE202(O), EC204(A+), AE204(O), EE216(B+), EC232(B+), AE232(O)"
TVE17AE028,"HS200(P), MA204(FE), AE202(F), EC204(FE), AE204(F), EE216(Absent), EC232(FE), AE232(P)"
